questionId,text,score
169,Les connaissances théoriques,3
169,La capacité à naviguer sans GPS,-3
170,lorsque le sol se refroidit par nuit claire,-6
170,lors de l'arrivée d'une masse d'air chaude sur un sol froid,6
170,sans vent,-6
171,au carré de la corde divisé par la surface,-6
171,au carré de la surface divisé par l'envergure,-6
171,au carré de l'envergure divisé par la surface,6
172,vous améliorez l'amortissement en tangage,3
172,vous gardez votre « tour de frein »,-6
172,la traînée augmente,3
172,l'incidence diminue,-6
173,vous contactez le revendeur pour un contrôle en usine,3
173,vous tendez d'avantage le cuissard droit,-6
173,une fois posé vous décalez le niveau des élévateurs droits sur le harnais,-6
173,vous portez votre poids sur votre fesse gauche et vérifiez si une déviation de la trajectoire équivalente du côté opposé se produit,3
174,facultative si les élèves sont accompagnés par un pilote breveté,-6
174,facultative dans tous les cas,-6
174,obligatoire sur la pente école pendant les cours,6
175,d'effilement,-6
175,d'instabilité,-3
175,de performance,6
176,être matérialisé par un cumulus bourgeonnant,2
176,être matérialisé par un voile de stratus,-6
176,ne donner lieu à aucune matérialisation,2
176,être dévié par le vent,2
177,"vous gonflez face au vent, temporisez, puis prenez de la vitesse en orientant progressivement votre course et votre aile dans l'axe de la plus grande pente",6
177,"vous gonflez face à la ligne de pente la plus raide, temporisez, puis prenez de la vitesse en orientant progressivement votre course et votre aile face au vent",-6
177,"vous gonflez dans l'axe de la plus grande pente, temporisez, puis accélérez en vous attendant à devoir freiner amplement juste avant de décoller",-6
178,une atmosphère humide,-6
178,une atmosphère instable,-6
178,une atmosphère stable,6
179,le risque est faible tant que le nuage n'est pas de type congestus ou nimbus,-6
179,il n'y a jamais de risque d'aspiration,-6
179,vous risquez d'être aspiré car l'ascendance peut se renforcer,3
179,le danger est aggravé si la base est en dessous des plus hautes crêtes,3
180,Une erreur de jugement en vol,2
180,Un mauvais choix de site de décollage,2
180,Des problèmes techniques de l'équipement,-6
180,Une mauvaise estimation de la météo,2
181,est inférieure à l'incidence du taux de chute mini,3
181,diminue si je bride mon aile,-6
181,augmente si j'utilise mon accélérateur,-6
181,reste constante si mon vol est équilibré,3
182,la vitesse sur trajectoire augmente,3
182,la vitesse sur trajectoire diminue,-6
182,la trajectoire s'incurve transitoirement vers le haut,-6
182,la trajectoire s'incurve transitoirement vers le bas,3
183,la direction du vent,-6
183,la vitesse du vent relatif à bord,3
183,la vitesse du vent instantané lorsque l'on est au sol,3
184,supérieure,6
184,inférieure,-6
184,égale,-6
185,moins fort,-6
185,de même force,-6
185,plus fort,6
186,améliorent et facilitent le rôle de chacun pour la progression du nouveau pilote,3
186,sont indispensables dans l'intérêt des pratiquants,3
186,pourraient nuire à la bonne évolution de l'activité,-6
186,sont à éviter absolument,-6
187,de la direction de votre aile par rapport au nord,-6
187,de la hauteur de votre aile,-6
187,de la vitesse verticale de votre aile par rapport au sol,6
188,concave suivie d'une cassure nette,-6
188,convexe et progressive,3
188,dégagée d'obstacles,3
189,"Se mettre dans sa bulle (échauffement, musique, méditation, prévol, ...)",2
189,La mentalisation du décollage et du plan de vol,2
189,Se précipiter pour vite décoller et passer à autre chose,-6
189,Une technique de respiration,2
190,sont très faibles car l'atmosphère humide est à tendance stable,-6
190,ne sont généralement pas matérialisées,-6
190,sont souvent matérialisées par des nuages,6
191,vous relevez les bras et prenez un maximum de vitesse pour éviter le décrochage,-6
191,vous tirez immédiatement sur le frein correspondant au côté fermé pour en forcer la réouverture,-6
191,si votre première action n'apporte pas le résultat escompté vous extrayez et lancez votre secours,3
191,vous contrôlez votre départ en rotation tout en gardant une vitesse suffisante pour éviter un « sur contre »,3
192,un vent froid qui descend la vallée du Rhône,-6
192,un vent météo qui descend le long d'une pente,-6
192,un air qui s'est refroidi au contact du sol et qui descend par gravité le long d'une pente,6
193,Au dos de toutes les cartes IGN du SIA au 1/500 000,-6
193,Au dos des cartes au 1/250 000 et dans le complément aux cartes édité par le SIA,3
193,"Sur le site du SIA, rubrique eAIP",3
193,Dans le guide VFR édité par le SIA,-6
194,je ressens une bascule arrière,2
194,mon aile est en train de perdre de la vitesse,2
194,je réagis en relevant brièvement mes mains puis les rabaisse si une abattée s'enchaîne,2
194,je réagis en bridant doucement mon aile,-6
195,des déformations de l'aile,2
195,du taux de chute,2
195,de la vitesse horizontale,2
196,Les conditions météorologiques,2
196,La préparation mentale (Mentalisation),2
196,Des problèmes familiaux,2
196,Le niveau de carburant dans le véhicule,-6
197,"l'aérer puis le replier une à deux fois par an, et a minima selon les préconisations du constructeur",2
197,changer les élastiques qui conditionnent son suspentage à chaque repliage,2
197,le stocker au sec et éviter tout contact avec l'humidité,2
197,l'essayer en vol sur mon site préféré au moins deux fois par an,-6
198,votre vitesse-sol est augmentée,6
198,cela fragilise votre parapente qui peut se fermer plus facilement,-6
198,l'effet du vent sur votre visage sera bien plus fort,-6
198,vous avez moins de portance sur votre parapente,-6
199,de l'aile par rapport au sol,6
199,de la masse d'air par rapport au sol,-6
199,de la masse d'air par rapport à l'aile,-6
199,de l'aile par rapport au niveau de la mer,-6
200,se développent horizontalement,-6
200,caractérisent des couches plutôt stables,-6
200,caractérisent des couches plutôt instables,3
200,se développent verticalement,3
201,doit être vérifié avant chaque décollage,2
201,doit se libérer à la première traction de la poignée de parachute (effort compris entre 4 et 6 kg),2
201,est généralement verrouillé par une aiguille souple ou rigide,2
201,une large bande de velcro pour la stabiliser evitera les ouvertures intempestives,-6
202,abandon du vol par épuisement,-6
202,rupture de l'aile,2
202,"incident de vol irréversible (twist, cravate, etc.)",2
202,collision,2
203,est due au pilote et aux câbles ou suspentes,-6
203,se manifeste entre autres par des tourbillons marginaux (vortex),6
203,est due aux irrégularités de surface de l'aile,-6
204,portance sur traînée,-3
204,vitesse verticale sur vitesse horizontale,-6
204,vitesse de vol sur taux de chute,-3
204,vitesse-sol horizontale sur vitesse-sol verticale,6
205,est auto-délivrée par le pilote concerné,-6
205,est reconnue par la FFVL et délivrée par le responsable régional formation (RRF),4
205,est délivrée suite à plusieurs journées de formation spécifique,2
205,est reconnue et délivrée par l'ensemble des pilotes du club,-3
206,d'inversion des brises de vallée le soir,-6
206,d'inversion des brises de pente le soir,-6
206,"d'ascendances plutôt douces, le soir, sur des zones généralement peu propices pendant la journée",6
207,L'humour,-6
207,La panique,3
207,L'indifférence,3
207,Le calme absolu,-6
208,l'air le plus chaud s'infiltre au-dessous de l'air froid,-6
208,elles se mélangent facilement,-6
208,l'air le plus chaud s'élève au-dessus de l'air froid,6
209,vous vous préparez à relâcher les freins,0
209,vous vous préparez à freiner,-6
209,vous conservez votre régime de vol,0
209,vous augmentez votre vitesse,6
210,votre vitesse/air,-6
210,la somme de vos 2 vitesses/air,6
210,la moitié de votre vitesse/air,-6
211,La visualisation du vol,6
211,La sur-confiance,-6
211,L'ignorance des risques,-6
211,La méditation,0
212,un vent très fort,-6
212,pas de vent du tout,0
212,un vent de force moyenne,3
212,un réchauffement important au niveau du sol,3
213,lire les panneaux d'informations FFVL sur ces sites,3
213,obtenir l'autorisation de l'école locale,-6
213,prendre connaissance de la classification des espaces aériens environnants et de la présence de zones à statut particulier,3
213,obtenir l'autorisation du club local,-6
214,permet de contrôler sa voile facilement pendant qu'elle monte,2
214,permet de voir facilement les clefs dans les suspentes,2
214,permet de décoller avec un vent supérieur à 30 km/h,-6
214,permet de décoller avec des vents modérés à faibles,2
215,vous tirez sur un frein pour ramener la voile,-6
215,vous vous redressez et vous préparez à amortir le choc,2
215,vous regardez vers le bas pour estimer le lieu de l'atterrissage,2
215,vous faites symétriquement des tours de frein en dosant leur nombre pour stabiliser l'ensemble,2
216,correspond à un angle d'incidence plus petit que celui de vitesse-max,-6
216,est le régime de vol utile le plus proche du décrochage,3
216,peut s'utiliser en permanence sans risque en ascendance,-6
216,correspond à un angle d'incidence plus grand que celui de finesse-max,3
217,à la rotation de la terre sur elle-même,-6
217,au réchauffement solaire,-6
217,au poids de la colonne d'air située au-dessus,6
218,une augmentation de l'incidence,-6
218,une diminution de la Force Aérodynamique,-6
218,une augmentation de la vitesse-sol,3
218,une augmentation de la finesse-sol,3
219,du niveau technique du pilote,2
219,de la charge alaire appliquée sur les modèles dont la fourchette de poids est très large,2
219,des indications du constructeur,1
219,des résultats aux tests,1
220,donne des indications sur le comportement de ce modèle dans certaines configurations de vol,2
220,permet de se faire une idée sur le niveau de pilotage demandé pour ce modèle,2
220,indique pour quelle fourchette de poids l'aile a été testée,2
220,n'est pas obligatoire sur tous les exemplaires d'un modèle homologué,-6
221,augmente l'incidence,-6
221,permet d'augmenter encore plus votre taux de chute,3
221,peut être une parade au risque de parachutale,3
221,rend l'aile plus stable en roulis,-6
222,maîtrise les spécificités du treuil,3
222,ne peut proposer de sorties montagnes,-6
222,a les mêmes prérogatives que l'accompagnateur fédéral dans un club de montagne,3
223,l'effet pendulaire préjuge de l'arrivée d'une abattée,2
223,le facteur de charge est inférieur à,12
223,l'assiette est à piquer,-6
223,la vitesse-air parvient à un minimum,2
224,vous autorise à un niveau d'engagement plus fort,-6
224,permettent parfois et pour certains modèles d'atténuer les lésions dues au poinçonnement,2
224,peuvent améliorer le maintien dorsal,2
224,peuvent protéger contre un choc de faible intensité,2
225,le soir,6
225,au centre des vallées toute la journée,-6
225,le matin au centre de la vallée,-6
226,Le manque de sommeil,3
226,La connaissance approfondie des règles de vol,-3
226,L'entraînement régulier,-3
226,La consommation d'alcool avant le vol,3
227,je peux utiliser l'accélérateur pour descendre encore plus vite,2
227,je me donne la possibilité d'étager mon approche lors d'une présentation simultanée de plusieurs ailes à l'atterrissage,2
227,je surveille mon aile en permanence pour m'assurer que les « oreilles » restent en place,-6
227,je suis sensible à l'éventuelle diminution du vent dans mes oreilles,2
228,est tout à fait déconseillé,2
228,vous expose à des risques importants de collision avec les autres ailes en approche,2
228,permet d'être précis à l'atterrissage,-6
228,vous fait perdre de vue les repères au sol,2
229,le niveau du pilote (fiche de progression),3
229,le site principalement fréquenté,0
229,la catégorie de la voile,3
229,son coût abaissé par l'absence de contrôle technique,-6
230,conduction,2
230,convection,2
230,rayonnement,2
231,les suspentes D,-6
231,les suspentes A et B,3
231,la partie arrière du profil,-6
231,la partie avant du profil,3
232,dépend du poids du pilote et des indications du constructeur,-6
232,est inférieur à 1 au cours d'une abattée,2
232,est égal à 1 en vol rectiligne stabilisé,2
232,est supérieur à 1 pendant les virages équilibrés,2
233,Écouter de la musique pendant le vol,-6
233,Boire du café avant le vol,-3
233,Les techniques de respiration,3
233,La mentalisation,3
234,900 m,-6
234,1200 m,6
234,1000 m,-6
235,vous engagez immédiatement un virage prononcé pour vous éloigner de la pente,-6
235,vous freinez immédiatement pour ralentir la vitesse de rapprochement du sol,-6
235,"vous appliquez votre poids du côté dégagé en relevant les mains puis, dès que la vitesse est revenue, vous utilisez la commande pour virer",6
236,vous fait perdre toute référence extérieure,2
236,est toujours sans danger,-6
236,vous expose à des facteurs de charges importants,2
236,peut entraîner une perte de connaissance,2
237,est possible si un réchauffement suffisant du sol est obtenu,3
237,peut se concentrer le long des pentes bien exposées au soleil,3
237,est impossible,-6
238,"identique, quelle que soit la vitesse de l'aile",-6
238,perpendiculaire à la trajectoire-air,3
238,plus faible que le poids total aile + pilote,3
239,la portance augmente,-6
239,la traînée diminue,-6
239,la portance chute,2
239,la traînée augmente fortement,4
240,soufflant vers le cap 225°,-3
240,soufflant vers le sud-ouest,-3
240,soufflant vers le nord-est,3
240,provenant du cap 225°,3
241,une mise en descente (l'autre reste au même niveau),-6
241,un virage à gauche (l'autre dégage aussi à gauche),-6
241,un virage à droite (l'autre dégage aussi à droite),6
242,une meilleure pénétration,-6
242,un taux de chute plus faible,3
242,une vitesse de décrochage identique,-6
242,une vitesse max plus faible,3
243,la trajectoire s'incurve vers le haut,3
243,la trajectoire s'incurve vers le bas,-6
243,la vitesse sur trajectoire diminue,3
243,la vitesse sur trajectoire augmente,-6
244,de vents faibles,0
244,de basse pression,-6
244,de haute pression,6
245,L'expérience de vol,3
245,La température extérieure,-3
245,Le stress,3
245,La couleur de l'aile,-3
246,vous augmentez fortement l'incidence de votre aile et maintenez cette action,-6
246,"c'est une erreur de pilotage, j'aurais dû agir préalablement pour éviter la fermeture",2
246,"vous tirez brièvement sur les deux freins puis, promptement relevez vos mains",2
246,vous débridez intégralement votre aile,2
247,la vitesse-air de l'aile,6
247,la vitesse du vent météo,-6
247,la vitesse-sol,-6
248,une dépression apparaissant au-dessus du profil et une surpression au-dessous,3
248,la déviation non symétrique des filets d'air par le profil de l'aile,3
248,une dépression apparaissant au-dessous du profil et une surpression au-dessus,-6
249,le nez de l'aile se met face au vent : c'est l'effet girouette,-6
249,l'axe de l'aile reste parallèle à la trajectoire/sol,-6
249,vous devez adopter un angle de contre-dérive si vous vous dirigez vers un point qui n'est pas dans l'axe du vent,4
249,l'axe de l'aile fait un angle avec la trajectoire/sol,2
250,dans le sens des aiguilles d'une montre dans l'hémisphère nord,6
250,dans le sens contraire des aiguilles d'une montre dans l'hémisphère nord,-6
250,dans le sens des aiguilles d'une montre dans l'hémisphère sud,-6
251,vous resserrez votre virage quand l'ascendance diminue,3
251,vous pouvez voler très lentement sans risque d'autorotation car l'air ascendant empêchera une abattée éventuelle,-6
251,vous élargissez votre virage quand l'ascendance augmente,3
251,vous élargissez votre virage quand l'ascendance diminue,-3
252,Le déni des risques,6
252,La prudence excessive,-6
252,La curiosité scientifique,-6
252,L'auto-critique,-6
253,un pré gonflage ne s'impose pas,-6
253,"je ne croise pas mes commandes, je les prends en main comme je l'aurais fait en étant dos à l'aile puis réunis les 2 A dans la main du côté de mon sens de rotation",3
253,une traction solidement verrouillée des « C » ou des « D » permet une solution d'attente sûre,3
253,j'ai soigneusement trié mes suspentes et disposé mon aile au sol avant d'endosser ma sellette,0
254,il va y avoir du brouillard cette nuit,0
254,la convection thermique va se renforcer car l'atmosphère se réchauffe,-6
254,un cumulonimbus est en cours de formation,-6
254,"un front chaud arrive, il va probablement pleuvoir",6
255,votre vitesse-max sera plus faible,-6
255,elle sera moins sensible à la fermeture dans les turbulences,3
255,elle sera plus sensible à la fermeture dans les turbulences,-6
255,les réactions de l'aile lors de fermetures seront plus vives,3
256,résonnant,-6
256,laminaire,2
256,turbulent,2
256,décollé,2
257,délivre le brevet de pilote,-6
257,atteste la partie pratique du brevet de pilote,3
257,est responsable de toutes les activités pédagogiques de l'école,3
258,identique,-6
258,plus lourd,6
258,plus léger,-6
259,7,-6
259,8,6
259,6,-6
259,9,-6
260,peut être la cause d'amples mouvements de tangage et de roulis,2
260,son contrôle doit être priorisé pour la sécurité du vol en parapente,2
260,génère des mouvements de lacet,-6
260,est produit par la différence de vitesse entre le pilote et sa voile,2
261,c'est un moyen de descente rapide qui peut doubler votre taux de chute,6
261,vous augmentez votre finesse/air,-6
261,ça n'abîme pas l'aile,0
261,"vent de face, votre finesse/sol augmente",-6
262,Des copains qui volent avec vous,-6
262,Votre état de fatigue physique et mentale du jour,2
262,Des conditions du jour,2
262,De votre niveau technique,2
263,"Pas de minimum en aéronef ultraléger non motorisé, mais ne pas mettre en danger les biens et les personnes au sol",-6
263,150 m minimum pour pouvoir dégager si besoin,-6
263,"A minima, et sauf restrictions particulières, 300 m au-dessus de l'obstacle le plus élevé dans un rayon de 600 m autour de l'aéronef",6
264,diminue par vent arrière,-6
264,augmente par vent de face,-6
264,augmente par vent arrière,6
265,vérifier les performances et les comportements de l'aile sur un site grand vol connu et en conditions aérologiques calmes,3
265,raccourcir les freins pour légèrement diminuer sa vitesse max (bras haut),-6
265,"faire quelques essais en pente école pour vérifier les freins, le suspentage et le ressenti de la prise en charge pendant la course",3
266,faites comme si vous étiez seul,-6
266,engagez la spirale juste devant lui pour qu'il vous voit bien,-6
266,essayez en jouant sur la vitesse de vous placer de façon diamétralement opposée dans le même sens de rotation,6
267,"vous ne vous inquiétez pas, vous arrondirez plus tôt et n'envisagez pas de virage",-6
267,en utilisant la sellette vous veillez à ce que cet écart ne s'aggrave pas et vous vous préparez à arrondir normalement,6
267,vous réalisez un virage pour vous replacer face au vent et freinerez une fois face au vent,-6
268,est supérieure à mon incidence de taux de chute mini,-6
268,est inférieure à l'incidence de mon taux de chute mini,6
269,une dépression,0
269,un anticyclone,-6
269,un marais barométrique,6
270,est dû à une ascendance thermique,-6
270,est fixe par rapport au sol,3
270,indique une absence de vent,-6
270,est dû à une ascendance dynamique,3
271,vous courez vers l'aile avant d'être déséquilibré et aidez à affaler en tirant sur les freins,3
271,vous courez vers l'aile avant d'être déséquilibré et décrochez l'aile à l'aide des élévateurs arrière si vous y arrivez,3
271,vous résistez et simultanément tirez les deux freins à fond pour vous arrêter,-6
271,vous lâchez les commandes et vous vous agrippez où vous pouvez pour résister,-6
272,les cirrus sont constitués de cristaux de glace,3
272,les cumulonimbus sont constitués de gouttes d'eau et de cristaux de glace,3
272,les nimbostratus donnent des chutes de grêlons,-6
272,les stratus sont constitués de cristaux de glace,-6
273,La capacité de prise de décision,2
273,La sur-confiance en soi,-6
273,La connaissance de soi,2
273,L'humilité,2
274,vous freinez symétriquement des deux côtés,0
274,vous freinez à gauche amplement pour regonfler le côté fermé,-6
274,vous contrez à droite pour vous dégager du relief tout en évitant le « surcontre »,6
274,vous laissez faire si votre parapente est classé A de la norme CEN,-6
275,diminue l'incidence,-6
275,augmente la vitesse/air,-6
275,augmente l'incidence,3
275,diminue la vitesse/air,3
276,"Il suffit de voler à moins de 500 ft (150 m) sol, les autres aéronefs volant au-dessus de cette limite",-6
276,En téléphonant à la DGAC,-6
276,En me référant aux mentions concernant la nature et le volume de cet espace sur un document aéronautique à jour,6
277,sous le vent d'un relief dans une couche d'air stable,6
277,au vent d'un relief dans une couche d'air stable,-6
277,n'importe où dans une couche d'air instable,-6
278,"un pilote expérimenté peut, sur un site adapté, décoller en gonflant dos au vent",-6
278,vous essayez de gonfler car ça partira tout seul sans avoir besoin de courir,-6
278,c'est trop ; vous vous abstenez,6
279,vous allez vous excuser auprès du cultivateur,3
279,vous estimez les dégâts et vous le dédommagez immédiatement,0
279,vous êtes dans votre tort et vous devez régler le prix sur place,-6
279,vous demandez au cultivateur d'estimer les dégâts et vous faites une déclaration à l'assureur de la FFVL,3
280,cumulus congestus et cumulonimbus,-6
280,cirrostratus et nimbostratus,-6
280,altocumulus lenticulaires et cumulus rotors,6
281,d'être habitué aux effets de dérive imposés par le vent,2
281,une observation constante de l'évolution du vent,2
281,une maîtrise parfaite de sa trajectoire,2
282,il s'élève à la même vitesse que la bulle,-6
282,il descend continuellement à l'intérieur de la bulle,6
282,il aborde la bulle vers sa partie inférieure et ressort au sommet,-6
283,Il peut conduire à des décisions hâtives,6
283,Il n'a aucun effet,-6
283,Il améliore la concentration,-6
283,Il augmente la confiance en soi,-6
284,lorsque le sol se refroidit par une nuit claire,4
284,sans vent ou par vent très faible,2
284,lors de l'arrivée d'une masse d'air chaude sur un sol froid,-6
285,"Oui, à n'importe quel moment, en fonction du mode de vol appliqué",6
285,"Oui, mais seulement si un exercice militaire a été programmé",-6
285,"Non, uniquement dans les zones militaires de type, R, RTBA, P, ZIT, CTR et TMA",-6
286,les hautes pressions dans votre dos,-6
286,les basses pressions à droite,6
286,les hautes pressions à droite,-6
287,les zones urbanisées,2
287,les zones rocailleuses,2
287,les forêts,-6
287,les zones sèches,2
288,que je maîtrise bien aux performances honnêtes,6
288,"aux performances maximales, mais difficile à piloter pour mon niveau",-6
288,"qui gagne en compétition, quel que soit mon niveau",-6
289,n'est obligatoire qu'à la fondation du club,-6
289,est obligatoire tous les 2 ans,-6
289,est obligatoire tous les ans,6
290,moins fort que la vitesse/air de l'aile,6
290,plus fort que la vitesse/air de l'aile,-6
290,on ne peut pas savoir,-6
291,une aile d'occasion pas trop chère,0
291,une aile adaptée à mon niveau de pratique actuel,6
291,une aile qui me donnera satisfaction quand j'aurai progressé,-3
291,une aile plus performante que la précédente et d'une catégorie d'homologation supérieure,-3
292,peut attester le brevet de pilote confirmé,-6
292,peut attester la partie pratique du brevet de pilote,-6
292,peut enseigner si les moniteurs possèdent les diplômes requis,6
293,est invisible,4
293,est visible (fines gouttelettes d'eau),-6
293,existe uniquement dans l'air maritime,-6
293,existe partout dans la troposphère,2
294,diminuer sa température,6
294,abaisser son altitude,-6
294,augmenter sa température,-6
295,n'a pas d'effet sur la vitesse/air,-6
295,est parfois dangereux car il peut conduire au décrochage en cas de pilotage inadapté,2
295,nécessite par sécurité une prise de vitesse préalable,2
295,augmente le taux de chute,2
296,se prépare suffisamment tôt,2
296,tient compte du vent météo et de ses variations possibles,2
296,doit être modifiable en cas de nécessité,2
297,une zone où la pression atmosphérique varie peu,-6
297,un axe de hautes pressions,-6
297,un axe de basses pressions,6
298,du côté de l'aile qui se soulève,-6
298,du côté du relief,-6
298,du côté opposé au relief,6
299,dans une ascendance dynamique,-6
299,dans les zones de cisaillement,2
299,"près du relief, lorsque l'activité thermique est maximale",2
299,sous le vent d'un relief par vent fort,2
300,"de pilotes licenciés, au minimum fin de niveau vert ayant validés le brevet initial",6
300,de pilotes brevetés assurés,0
300,de pilotes de bon niveau non licenciés,-6
300,d'accompagnateurs de club entre eux uniquement,-6
301,quand il y a intervention des secours ou hospitalisation,3
301,l'aéronef est endommagé,-6
301,une tierce personne est blessée,3
302,je résiste au déséquilibre en transférant mon poids à gauche,2
302,j'actionne immédiatement ma main droite avec un geste ample et profond pour forcer la réouverture de l'aile,-6
302,je regarde mon aile pour évaluer la situation et son évolution,2
302,j'utilise mon frein gauche de manière à ralentir un départ en rotation,2
303,une association loi 1901 (sans but lucratif) affiliée à la FFVL,3
303,contrôlé par les adhérents de l'association,3
303,une entreprise privée indépendante de la FFVL,-6
304,s'il le faut vous mettre en ligne droite face au terrain,3
304,accélérer pour ne pas perdre de temps,-6
304,raccourcir vos S,3
305,ils se forment à leur partie au vent et se désagrègent à leur partie sous le vent,6
305,leur durée de vie est très brève,-6
305,à leur niveau le vent est nul,-6
306,augmentez la manœuvrabilité de l'aile,-6
306,augmentez le taux de chute,3
306,diminuez la finesse/air,3
307,15 h,6
307,12 h,-4
307,14 h,-2
308,vous vous abstenez de décoller en estimant que la marge de sécurité n'est pas suffisante,6
308,vous devez courir à 5 km/h pour décoller,-6
308,vous utilisez l'accélérateur dès que possible pour pouvoir vous éloigner du relief,-6
309,stratus,-6
309,rotors d'onde de ressaut,3
309,à l'interface d'une couche d'inversion recouvrant une masse d'air générant des ascendances,3
310,Sur un site connu,2
310,Avec votre sellette habituelle,2
310,Dans des conditions thermiques pour tout de suite voir ce qu'elle a dans le ventre,-6
310,Le matin dans des conditions calmes,2
311,s'affaiblit lorsque les isobares se resserrent,-6
311,n'a rien à voir avec l'espacement des lignes isobares,-6
311,se renforce lorsque les isobares se resserrent,6
312,vous diminuez l'inclinaison,-6
312,vous continuez le virage jusqu'à 270° puis reprenez une ligne droite pour retrouver l'ascendance,3
312,vous inversez le sens du virage,3
313,plutôt de vents forts,-6
313,d'un mouvement général d'affaissement des masses d'air,4
313,plutôt de vents faibles,2
313,d'un mouvement général ascendant des masses d'air,-6
314,une abattée dont l'amplitude peut exiger d'être contrôlée,2
314,de vous obliger à lever vos mains pour favoriser la reprise de vitesse,2
314,de vous obliger à abaisser vos mains pour garder le contact avec l'aile,-6
314,l'affaiblissement du bruit du vent dans les oreilles,2
315,"Sauf cas très particulier, les pratiquants de vol libre ne sont pas tenus de déposer un plan de vol",6
315,Un plan de vol simplifié comprenant les horaires et lieux de vol prévus,-6
315,Un plan de vol simplifié comprenant uniquement l'itinéraire prévu,-6
316,défile 2 fois moins vite que par vent nul,-6
316,paraît fixe,-6
316,défile 2 fois plus vite que par vent nul,6
317,la R.C. du propriétaire de la voiture qui doit rembourser,-6
317,la RC du pilote qui remboursera,6
317,le propriétaire de la voiture qui doit payer,-6
317,au pilote de payer les dégâts,-6
318,peut donner lieu à de fortes précipitations et turbulences,4
318,peut provoquer des coups de vent,2
318,est sécurisant (air froid = air stable),-6
318,donne peu de vent,-6
319,sur les rochers ensoleillés,6
319,dans les fonds de vallée,-6
319,sur les versants à l'abri du soleil et du vent,-6
320,est fort près du sol et la masse d'air très instable,-6
320,est de plus en plus fort en altitude et la masse d'air stable,6
320,est faible en altitude et la masse d'air très instable,-6
321,pour tenter d'écoper et monter votre aile symétriquement vous vous décalez légèrement sur la gauche,-6
321,votre demi-aile droite se lève en premier,3
321,votre demi-aile gauche se lève en premier,-6
321,pour tenter d'écoper et monter votre aile symétriquement vous vous décalez légèrement sur la droite,3
322,ne dépend que des caractéristiques aérodynamiques de l'aile,-6
322,varie en fonction de la direction et de la vitesse du vent,3
322,varie en fonction de l'incidence,3
323,altostratus,3
323,cumulonimbus,-6
323,cumulus,-6
323,cirrostratus,3
324,vous quittez l'ascendance pour la reprendre d'un autre côté,-6
324,"pour vous recentrer, vous élargissez le virage juste avant le maximum du variomètre et resserrez peu après",6
324,vous inversez le sens des 360°,-6
325,40 m c'est peu ; vous décollez,-6
325,"vous attendez en espérant que la nuée se dégage, sinon vous ne décollez pas",6
325,"s'il y a un vent suffisant pour faire du vol de pente, vous décollez et vous restez au-dessus de la couche",-6
326,"je dois prendre connaissance du formulaire d'information sur les contre-indications médicales à la pratique du parapente, delta",6
326,je dois présenter un certificat médical d'absence de contre-indication à la pratique du vol libre,-6
327,ça améliore la finesse sans action sur les commandes,-6
327,il faut rallonger et régler les freins pour le prochain vol,6
327,c'est mieux pour le gonflage,-6
327,cela n'a que peu d'influence sur l'aile,-6
328,il doit organiser le stage au-dessus de l'eau,3
328,sa formation initiale est suffisante,-6
328,il a reçu une formation particulière,3
329,vous devez céder la priorité,6
329,vous avez la priorité,-6
329,la priorité est fonction de la taille respective des aéronefs,-6
330,"pas du tout, je suis en bonne forme physique et psychique",0
330,"énormément avec la fatigue et/ou les problèmes (cœur, santé, travail, etc.)",4
330,raisonnablement en introduisant une seule nouveauté à la fois,2
330,en pensant que les erreurs n'arrivent pas qu'aux autres et en veillant à mes comportements,-6
331,vous infléchissez énergiquement votre trajectoire vers la vallée malgré la demi-aile fermée,-6
331,vous forcez sa réouverture avec un abaissement ample du frein côté fermé,-3
331,vous contrez commande + sellette pour garder votre cap,6
332,"Etant basée sur le barème d'une atmosphère standard, l'altitude réelle correspondante est variable",3
332,Les valeurs d'altitude exprimées en FL permettent d'éviter les collisions en réglant l'instrumentation des aéronefs sur l'atmosphère standard,3
332,Il faut ajouter l'altitude du décollage pour pouvoir utiliser une valeur en FL,-6
333,par le moniteur pour un de ses élèves,3
333,par le pilote breveté ou son entourage,3
333,dans tous les cas par le président du club,-6
333,par la gendarmerie,-6
334,vous cherchez à vous maintenir au taux de chute minimum pour avoir plus de temps pour effectuer le trajet,-6
334,"en prenant des points de repère au sol et en jouant sur votre vitesse, vous essayez de trouver le meilleur angle de plané",6
334,vous volez aussi rapidement que possible pour avoir une vitesse de pénétration maximale,-6
335,vous lâchez puis retirez les freins plusieurs fois pour secouer l'aile et casser la finesse,-6
335,vous freinez progressivement votre aile jusqu'au point de parachutage,-6
335,vous perdez de l'altitude en faisant des 360°,-6
335,vous augmentez le trajet en faisant un petit S,6
336,vous êtes long,6
336,vous devez ralentir au maximum,-6
336,vous êtes court,-6
337,en présence de vent le risque d'un gradient est propre à soudainement réduire ma vitesse relative,3
337,les forces aérodynamiques n'ont pas une incidence directe sur la vitesse de vol,-6
337,"les forces aérodynamiques augmentant au carré de la vitesse, elles favoriseront un freinage efficace",3
338,dans le cadre des écoles labellisées par la fédération,6
338,dans le cadre de la pratique loisir,-6
338,pour pratiquer en compétition,-6
339,il est recommandé de procéder demi-aile par demi-aile et de valider à chaque étape la présence du vent relatif,2
